data,Open,High,Low,Close,Volume,Buy,Sell,Avg,Wlc,DifAW
2020-04-23 15:34,7523.68,7598.44,7522.98,7539.29,2581.21214,1328.4622199999967,1252.7499199999997,7546.0975,7550.0,3.9025000000001455
2020-04-23 15:39,7536.24,7560.0,7517.43,7520.38,1275.253852,638.884971,636.3688810000006,7533.512500000001,7529.547500000001,-3.9650000000001455
2020-04-23 15:44,7520.4,7545.22,7477.0,7523.14,1860.281871,1035.7123260000005,824.5695449999994,7516.4400000000005,7517.125,0.6849999999994907
2020-04-23 15:49,7523.1,7558.48,7520.0,7543.98,1015.51548,520.9788059999996,494.5366740000002,7536.389999999999,7541.61,5.220000000000255
2020-04-23 15:54,7544.6,7550.5,7520.33,7545.96,938.97185,413.97198799999984,524.9998620000007,7540.3475,7540.6875,0.3400000000001455
2020-04-23 15:59,7545.61,7560.0,7535.7,7536.36,760.871897,389.1869080000003,371.68498900000037,7544.4175000000005,7542.105,-2.3125000000009095
2020-04-23 16:04,7537.27,7554.44,7536.02,7549.79,644.713324,348.3147030000002,296.33832600000005,7544.38,7547.51,3.130000000000109
2020-04-23 16:09,7549.58,7551.0,7513.0,7527.98,749.287223,287.4140170000001,461.8732059999997,7535.389999999999,7529.99,-5.399999999999636
2020-04-23 16:14,7527.99,7528.29,7455.33,7490.0,1446.269637,666.2500359999997,780.0216149999999,7500.4025,7490.905,-9.4975000000004
2020-04-23 16:19,7490.0,7512.41,7489.45,7500.3,813.450706,397.69785400000046,415.75285199999985,7498.04,7500.615,2.574999999999818
2020-04-23 16:24,7501.28,7534.52,7494.93,7523.65,593.174532,280.2734369999999,312.90109500000017,7513.594999999999,7519.1875,5.592500000000655
2020-04-23 16:29,7523.65,7532.81,7513.31,7527.05,522.556979,269.6619510000001,252.8950280000001,7524.205,7525.055,0.8500000000003638
2020-04-23 16:34,7526.11,7542.5,7525.28,7535.5,521.913536,250.52582799999982,271.3877080000001,7532.3475,7534.695,2.3474999999998545
2020-04-23 16:39,7535.49,7543.81,7527.39,7541.34,492.808979,203.72039500000002,289.08858399999997,7537.0075,7538.47,1.4625000000005457
2020-04-23 16:44,7541.34,7550.0,7532.7,7539.41,429.766857,179.775149,249.9917079999999,7540.8625,7540.38,-0.48250000000007276
2020-04-23 16:49,7539.99,7546.8,7534.64,7544.16,280.526972,134.78938999999994,145.73758200000003,7541.397499999999,7542.4400000000005,1.0425000000013824
2020-04-23 16:54,7544.16,7550.0,7536.09,7538.84,246.600353,136.48746099999997,110.112892,7542.2725,7540.9425,-1.3299999999999272
2020-04-23 16:59,7539.28,7546.49,7511.93,7530.1,477.783916,188.45278200000004,289.33113400000013,7531.95,7529.655000000001,-2.2949999999991633
2020-04-23 17:04,7528.78,7600.0,7528.28,7577.75,1380.083421,785.2167809999979,594.86664,7558.702499999999,7570.945,12.242500000000291
2020-04-23 17:09,7576.8,7580.0,7529.29,7541.17,507.510403,217.7813440000001,289.729059,7556.815,7547.9075,-8.907499999999345
2020-04-23 17:14,7540.37,7555.0,7537.79,7554.26,474.308679,251.45592099999973,222.84370999999987,7546.8550000000005,7550.3275,3.4724999999998545
2020-04-23 17:19,7554.15,7554.16,7541.0,7541.22,371.676088,187.21176,184.46432800000002,7547.6325,7544.4,-3.2325000000000728
2020-04-23 17:24,7541.29,7545.98,7531.0,7540.51,454.705681,165.816202,288.8894789999998,7539.695,7539.5,-0.19499999999970896
2020-04-23 17:29,7540.87,7550.18,7533.55,7549.44,432.210866,167.7368830000001,264.47398300000026,7543.509999999999,7545.6525,2.1425000000008367
2020-04-23 17:34,7549.81,7551.36,7533.67,7542.53,327.314765,144.53736199999994,182.77740300000002,7544.3425,7542.522499999999,-1.8200000000006185
2020-04-23 17:39,7542.53,7542.54,7530.0,7531.83,238.134047,90.13820599999991,147.995841,7536.725,7534.05,-2.675000000000182
2020-04-23 17:44,7531.83,7531.83,7490.0,7497.53,750.161636,289.74601,460.41562600000003,7512.797500000001,7504.2225,-8.575000000000728
2020-04-23 17:49,7497.5,7530.0,7486.0,7508.0,933.874594,459.90976299999994,474.0199660000005,7505.375,7508.0,2.625
2020-04-23 17:54,7508.01,7510.19,7485.0,7506.79,654.068633,251.76462300000009,402.30401,7502.4974999999995,7502.192499999999,-0.30500000000029104
2020-04-23 17:59,7506.78,7514.51,7501.42,7504.91,354.007678,172.027629,181.980049,7506.905,7506.4375,-0.46749999999974534
2020-04-23 18:04,7505.0,7527.84,7504.99,7524.6,350.265176,186.28818900000007,163.97698700000004,7515.6075,7520.5075,4.899999999999636
2020-04-23 18:09,7524.6,7530.0,7520.02,7522.56,319.866842,164.07893500000011,155.78790700000002,7524.295,7523.785,-0.5100000000002183
2020-04-23 18:14,7522.56,7536.77,7516.57,7532.76,337.465102,111.30890499999998,226.1561969999998,7527.165,7529.715,2.550000000000182
2020-04-23 18:19,7532.76,7544.0,7527.25,7528.0,307.109355,132.51808400000004,174.591271,7533.0025000000005,7531.8125,-1.1900000000005093
2020-04-23 18:24,7528.85,7535.03,7510.16,7534.66,267.340248,124.24403999999996,143.096208,7527.174999999999,7528.6275,1.4525000000003274
2020-04-23 18:29,7534.66,7538.0,7518.0,7521.0,306.895781,132.74924400000012,174.1465370000001,7527.915,7524.5,-3.4149999999999636
2020-04-23 18:34,7521.0,7529.39,7516.64,7523.34,189.709368,74.78558600000002,114.92378199999995,7522.592500000001,7523.1775,0.5849999999991269
2020-04-23 18:39,7523.5,7530.0,7520.64,7525.6,244.394445,170.764699,73.62974599999998,7524.9349999999995,7525.46,0.5250000000005457
2020-04-23 18:44,7525.64,7528.49,7520.0,7521.5,129.391396,50.3585,79.03289599999998,7523.907499999999,7522.8724999999995,-1.0349999999998545
2020-04-23 18:49,7521.33,7554.64,7520.5,7550.93,448.172191,258.79463499999997,189.3775560000001,7536.85,7544.25,7.399999999999636
2020-04-23 18:54,7551.1,7553.7,7540.0,7541.46,203.223735,105.09524099999993,98.128494,7546.5650000000005,7544.155000000001,-2.4099999999998545
2020-04-23 18:59,7541.09,7554.75,7541.05,7551.14,177.218002,98.75697599999988,78.46102600000002,7547.0075,7549.52,2.5125000000007276
2020-04-23 19:04,7551.45,7570.0,7550.0,7562.39,332.967003,188.3282430000001,144.63876000000002,7558.46,7561.195,2.7349999999996726
2020-04-23 19:09,7562.39,7567.82,7526.76,7530.7,411.557621,184.5347350000001,227.02288599999991,7546.9175,7538.995,-7.922499999999673
2020-04-23 19:14,7530.64,7531.74,7512.05,7525.69,442.363884,168.90721000000008,273.45667400000013,7525.03,7523.7925,-1.237500000000182
2020-04-23 19:19,7525.5,7529.54,7520.0,7521.02,137.813591,55.67491499999997,82.13867599999998,7524.015,7522.895,-1.1199999999998909
2020-04-23 19:24,7520.41,7530.0,7520.0,7529.99,147.996215,77.20638699999995,70.78982799999997,7525.099999999999,7527.495,2.3950000000004366
2020-04-23 19:29,7530.0,7535.01,7515.0,7521.05,142.327206,54.072377999999986,88.25482799999997,7525.265,7523.0275,-2.237500000000182
2020-04-23 19:34,7521.07,7534.56,7520.13,7532.29,113.878583,60.10473399999999,53.773849,7527.0125,7529.8175,2.805000000000291
2020-04-23 19:39,7531.9,7532.17,7520.0,7522.14,176.695074,99.11838699999998,77.57668699999998,7526.5525,7524.1125,-2.4399999999996
2020-04-23 19:44,7522.1,7538.46,7522.0,7533.01,165.610948,84.49569499999996,81.11525299999998,7528.8925,7531.62,2.7274999999999636
2020-04-23 19:49,7533.16,7538.16,7526.51,7529.53,122.611167,84.50571000000001,38.105457,7531.84,7530.9325,-0.9075000000002547
2020-04-23 19:54,7529.76,7545.0,7529.76,7536.74,120.583594,75.72754800000001,44.85604599999999,7535.3150000000005,7537.0599999999995,1.7449999999989814
2020-04-23 19:59,7535.71,7540.0,7533.34,7539.79,78.790425,44.969812999999995,33.82061199999999,7537.21,7538.23,1.019999999999527
2020-04-23 20:04,7539.0,7540.28,7513.0,7518.26,247.427051,130.70023399999997,116.72681699999998,7527.635,7522.45,-5.1850000000004
2020-04-23 20:09,7518.25,7528.86,7512.89,7520.65,195.802121,98.22000200000004,97.582119,7520.1625,7520.7625,0.5999999999994543
2020-04-23 20:14,7520.64,7525.85,7515.32,7519.03,147.33838,100.81291300000002,46.52546699999999,7520.21,7519.8075,-0.4025000000001455
2020-04-23 20:19,7519.9,7520.97,7510.0,7513.62,151.909056,71.60890500000001,80.300151,7516.1224999999995,7514.5525,-1.569999999999709
2020-04-23 20:24,7513.94,7527.56,7511.0,7525.19,143.352954,71.23131299999999,72.12164100000003,7519.4225,7522.235000000001,2.8125000000009095
2020-04-23 20:29,7525.98,7532.0,7521.61,7530.1,99.408176,59.22488000000001,40.18329599999999,7527.4225,7528.4525,1.0300000000006548
2020-04-23 20:34,7530.4,7535.0,7514.37,7534.73,260.075183,116.154027,143.921156,7528.625,7529.7074999999995,1.082499999999527
2020-04-23 20:39,7534.98,7535.0,7527.99,7533.13,132.838547,45.935706,86.90284099999998,7532.775,7532.3125,-0.4624999999996362
2020-04-23 20:44,7533.13,7544.98,7532.76,7532.97,156.948615,74.029466,82.919149,7535.96,7535.92,-0.03999999999996362
2020-04-23 20:49,7532.96,7536.9,7526.0,7536.0,132.530026,62.08349600000002,70.44653000000001,7532.965,7533.725,0.7600000000002183
2020-04-23 20:54,7536.0,7537.53,7521.86,7522.48,119.832271,47.491727999999995,72.340543,7529.4675,7526.0875,-3.380000000000109
2020-04-23 20:59,7522.49,7528.88,7520.0,7522.01,119.124954,47.877511,71.24744299999999,7523.344999999999,7523.225,-0.11999999999898137
2020-04-23 21:04,7522.0,7542.95,7520.0,7537.01,173.450122,75.37024299999999,98.07987899999998,7530.49,7534.2425,3.7525000000005093
2020-04-23 21:09,7537.0,7537.76,7525.47,7530.03,130.715225,40.18824099999999,90.526984,7532.565,7530.8225,-1.7424999999993815
2020-04-23 21:14,7530.39,7534.46,7523.24,7532.33,149.760249,63.61288999999998,86.14735900000002,7530.105,7530.59,0.4850000000005821
2020-04-23 21:19,7531.96,7557.34,7530.87,7548.51,297.311047,167.74803000000006,129.56301700000003,7542.17,7546.3075,4.137499999999818
2020-04-23 21:24,7548.51,7559.88,7546.48,7553.37,328.913256,153.028993,175.884263,7552.0599999999995,7553.275,1.2150000000001455
2020-04-23 21:29,7551.89,7555.0,7547.72,7549.82,165.758551,68.35517599999999,97.40337499999997,7551.1075,7550.59,-0.5174999999999272
2020-04-23 21:34,7549.82,7564.6,7549.82,7551.4,198.008163,82.16545300000001,115.84271000000003,7553.91,7554.305,0.39500000000043656
2020-04-23 21:39,7551.4,7556.69,7545.64,7548.87,127.447471,31.917736000000012,95.52973499999999,7550.65,7550.0175,-0.632499999999709
2020-04-23 21:44,7548.87,7553.39,7546.25,7552.0,74.834716,28.217967,46.616749,7550.1275,7550.91,0.7825000000002547
2020-04-23 21:49,7551.77,7554.65,7548.0,7549.4,100.911493,57.76719700000001,43.14429600000001,7550.955,7550.362499999999,-0.5925000000006548
2020-04-23 21:54,7550.23,7550.38,7526.01,7531.36,157.083785,56.608497,100.47528799999988,7539.495,7534.7775,-4.717499999999745
2020-04-23 21:59,7532.37,7538.41,7530.41,7531.87,126.274508,39.45827399999999,86.81623400000001,7533.264999999999,7533.139999999999,-0.125
2020-04-23 22:04,7531.43,7546.32,7531.06,7542.87,77.610509,54.16929300000001,23.441215999999997,7537.92,7540.780000000001,2.860000000000582
2020-04-23 22:09,7542.91,7544.49,7535.0,7540.07,56.993748,21.095541000000004,35.898207000000006,7540.617499999999,7539.907499999999,-0.7100000000000364
2020-04-23 22:14,7540.0,7542.54,7538.05,7542.13,62.847844,36.69675900000001,26.151084999999995,7540.68,7541.2125,0.5324999999993452
2020-04-23 22:19,7541.32,7565.72,7541.14,7558.29,281.185953,131.445435,149.74051800000004,7551.6175,7555.860000000001,4.242500000000291
2020-04-23 22:24,7558.6,7558.6,7545.01,7550.0,104.040019,50.25618000000001,53.78383900000001,7553.0525,7550.9025,-2.149999999999636
2020-04-23 22:29,7550.06,7560.0,7550.05,7553.26,75.419562,46.65940399999998,28.760157999999997,7553.3425,7554.1425,0.8000000000001819
2020-04-23 22:34,7554.16,7561.26,7554.07,7561.12,93.913912,46.584618000000006,47.329294,7557.6525,7559.3925,1.7399999999997817
2020-04-23 22:39,7561.26,7561.97,7557.04,7558.96,138.146055,44.32849,93.81756500000002,7559.807500000001,7559.2325,-0.5750000000007276
2020-04-23 22:44,7559.0,7564.31,7553.83,7563.11,133.983177,71.17534300000003,62.80783400000001,7560.0625,7561.09,1.0275000000001455
2020-04-23 22:49,7563.01,7587.0,7562.44,7586.7,519.672076,357.9410190000004,161.7310570000001,7574.7875,7580.709999999999,5.922499999998763
2020-04-23 22:54,7586.52,7616.16,7585.25,7594.78,893.485703,535.5441170000003,357.9415859999999,7595.6775,7597.7425,2.0650000000005093
2020-04-23 22:59,7594.77,7602.91,7580.26,7589.72,397.200162,182.08458000000007,215.115582,7591.915,7590.6525,-1.262499999999818
2020-04-23 23:04,7589.24,7598.0,7588.53,7590.11,96.364143,42.90126000000001,53.462883000000005,7591.469999999999,7591.6875,0.21750000000065484
2020-04-23 23:09,7590.04,7590.9,7571.54,7576.3,237.470849,56.13051900000002,181.34032999999974,7582.195,7578.76,-3.4349999999994907
2020-04-23 23:14,7576.3,7580.36,7565.42,7569.73,144.230779,56.649630999999964,87.58114799999994,7572.952499999999,7571.3099999999995,-1.6424999999999272
2020-04-23 23:19,7568.94,7569.88,7540.0,7546.33,315.9516,93.175511,222.77608900000007,7556.287499999999,7550.635,-5.652499999999236
2020-04-23 23:24,7546.43,7562.77,7541.79,7553.9,144.21857,69.57922200000002,74.63934799999998,7551.2225,7553.09,1.867500000000291
2020-04-23 23:29,7553.9,7562.0,7550.1,7556.56,80.369525,52.040749,28.328775999999994,7555.639999999999,7556.305,0.6650000000008731
2020-04-23 23:34,7556.51,7570.0,7552.11,7567.12,98.612787,57.31691300000001,41.295874,7561.4349999999995,7564.0875,2.6525000000001455
2020-04-23 23:39,7566.8,7569.02,7541.45,7554.03,175.118252,48.061239000000015,127.05701300000004,7557.825,7554.6325,-3.192500000000109
2020-04-23 23:44,7554.03,7564.23,7548.97,7562.53,136.917076,68.20811199999997,68.708964,7557.44,7559.5650000000005,2.1250000000009095
2020-04-23 23:49,7562.23,7563.28,7550.0,7555.23,85.588897,24.014168999999995,61.57472800000001,7557.6849999999995,7555.9349999999995,-1.75
2020-04-23 23:54,7555.56,7565.4,7550.09,7562.98,104.109129,45.193468,58.915661000000014,7558.507500000001,7560.362499999999,1.854999999998654
2020-04-23 23:59,7562.98,7564.07,7555.32,7563.51,101.218918,33.054610000000004,68.16430799999995,7561.47,7561.6025,0.13249999999970896
2020-04-24 00:04,7563.5,7563.55,7516.0,7517.01,401.142188,110.02661299999998,291.1155750000002,7540.014999999999,7528.3925,-11.62249999999949
2020-04-24 00:09,7517.0,7532.86,7515.0,7518.64,373.819714,136.345012,237.47470199999992,7520.875,7521.285,0.4099999999998545
2020-04-24 00:14,7518.64,7526.99,7485.0,7508.28,859.783796,361.70034299999986,498.08345299999957,7509.7275,7507.1375,-2.5900000000001455
2020-04-24 00:19,7508.26,7530.65,7506.83,7520.98,308.317151,156.34436900000006,151.97278199999988,7516.68,7519.86,3.1799999999993815
2020-04-24 00:24,7521.29,7526.47,7500.37,7503.51,270.672639,123.47952,147.1931189999999,7512.91,7508.465,-4.444999999999709
2020-04-24 00:29,7503.43,7524.21,7500.0,7509.75,189.733865,87.79757399999997,101.93629100000003,7509.3475,7510.9275,1.5799999999999272
2020-04-24 00:34,7509.49,7519.99,7491.27,7496.49,263.381254,127.69802699999993,135.683227,7504.3099999999995,7501.0599999999995,-3.25
2020-04-24 00:39,7496.35,7497.06,7420.0,7460.11,1541.486464,740.8544640000002,800.6319999999992,7468.380000000001,7459.32,-9.06000000000131
2020-04-24 00:44,7460.01,7480.0,7445.0,7479.69,411.734423,199.68496900000014,212.04945400000003,7466.174999999999,7471.094999999999,4.920000000000073
2020-04-24 00:49,7479.9,7481.77,7452.6,7465.32,447.389943,151.43556600000016,295.95437700000014,7469.897500000001,7466.2525000000005,-3.6450000000004366
2020-04-24 00:54,7465.33,7472.86,7461.01,7466.51,254.18027,83.29230099999998,170.88796899999994,7466.4275,7466.7225,0.29500000000007276
2020-04-24 00:59,7466.51,7487.27,7449.18,7482.39,247.649517,137.400168,110.249349,7471.3375,7475.307500000001,3.970000000001164
2020-04-24 01:04,7483.96,7517.39,7470.11,7513.43,452.357104,250.753086,201.6040180000001,7496.2225,7503.59,7.367500000000291
2020-04-24 01:09,7513.34,7514.75,7495.62,7499.18,296.536196,122.99568700000003,173.54050900000004,7505.7225,7502.1825,-3.5399999999999636
2020-04-24 01:14,7499.24,7523.75,7496.58,7518.15,218.479845,156.24101,62.238835,7509.43,7514.157499999999,4.727499999999054
2020-04-24 01:19,7518.03,7530.97,7495.04,7510.22,273.122606,102.00265600000007,171.11995000000002,7513.565,7511.6125,-1.952499999999418
2020-04-24 01:24,7509.65,7513.85,7507.0,7508.71,85.550461,47.903007,37.64745399999999,7509.8025,7509.5675,-0.23499999999967258
2020-04-24 01:29,7508.66,7508.99,7481.81,7495.0,318.603149,143.60363600000005,174.9995130000001,7498.615,7495.2,-3.4149999999999636
2020-04-24 01:34,7494.9,7504.34,7485.0,7487.17,139.724988,68.83581199999996,70.88917599999998,7492.852500000001,7490.92,-1.9325000000008004
2020-04-24 01:39,7487.14,7494.34,7484.72,7485.68,138.021621,63.54037100000001,74.48124999999999,7487.97,7487.6050000000005,-0.3649999999997817
2020-04-24 01:44,7485.03,7489.22,7476.92,7487.67,172.524426,90.73544699999992,81.78897899999998,7484.709999999999,7485.37,0.660000000000764
2020-04-24 01:49,7487.68,7499.98,7482.74,7499.0,128.348139,77.174992,51.17314699999999,7492.35,7495.18,2.8299999999999272
2020-04-24 01:54,7498.99,7503.17,7491.85,7494.41,154.616874,72.884534,81.73234000000004,7497.105,7495.96,-1.144999999999527
2020-04-24 01:59,7493.87,7499.75,7486.95,7489.01,137.058084,57.41818900000001,79.639895,7492.3949999999995,7491.18,-1.214999999999236
2020-04-24 02:04,7489.01,7503.17,7488.94,7502.79,105.676479,61.881855000000016,43.794624,7495.977500000001,7499.422500000001,3.444999999999709
2020-04-24 02:09,7502.79,7519.14,7502.67,7510.04,209.729551,120.61569600000001,89.126007,7508.660000000001,7510.4725,1.8124999999990905
2020-04-24 02:14,7510.05,7513.98,7501.39,7509.94,173.324033,53.229073000000014,120.09496000000021,7508.839999999999,7508.8125,-0.027499999999236024
2020-04-24 02:19,7509.94,7512.82,7504.0,7506.7,96.612939,42.09034300000002,54.52259600000002,7508.365,7507.555,-0.8099999999994907
2020-04-24 02:24,7506.7,7515.16,7495.66,7500.31,115.846907,53.16579900000001,62.68110799999998,7504.4575,7502.860000000001,-1.5974999999998545
2020-04-24 02:29,7500.0,7501.99,7492.8,7496.38,144.931354,47.270520999999995,97.66083300000003,7497.7925000000005,7496.887500000001,-0.9049999999997453
2020-04-24 02:34,7496.41,7503.25,7493.18,7501.8,119.099213,40.76687000000003,78.33234299999997,7498.66,7500.0075,1.3474999999998545
2020-04-24 02:39,7501.55,7502.7,7488.0,7491.6,187.524115,49.110471,138.41364399999998,7495.962500000001,7493.475,-2.487500000000182
2020-04-24 02:44,7491.82,7493.27,7464.96,7467.63,231.518669,90.72001900000004,140.79865,7479.42,7473.3724999999995,-6.047500000000582
2020-04-24 02:49,7467.92,7483.85,7457.95,7470.57,315.023608,122.15521899999999,192.86838900000004,7470.0725,7470.735,0.6624999999994543
2020-04-24 02:54,7470.57,7477.81,7461.69,7476.74,215.809717,133.58350599999997,82.22621099999999,7471.702499999999,7473.245,1.542500000000473
2020-04-24 02:59,7476.28,7486.17,7468.02,7482.01,157.905465,100.14669900000003,57.75876599999998,7478.12,7479.5525,1.4324999999998909
2020-04-24 03:04,7482.01,7490.5,7477.05,7489.83,199.334477,130.7518409999999,68.58263599999998,7484.8475,7486.8025,1.9549999999999272
2020-04-24 03:09,7489.55,7489.67,7478.2,7480.43,105.110966,42.772074999999994,62.33889099999998,7484.4625,7482.1825,-2.2799999999997453
