p1,p2,p3,p4,p5,p6,p7,p8,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7
7490.535,7488.9025,7495.46,7499.7225,7502.73,7499.424999999999,7496.1075,7492.887500000001,43.83581132023338,40.79202585275944,47.23325617336914,48.85231516099678,48.81523401235166,47.26964147744317,45.57013546678149,44.10634354478896,47.07807328074467,-8.940768331445256,11.34275413942828,11.34275413942828,-0.30669824392224143,-12.93694762405579,-59.96816917169715,-26.788184960324923,-3.1061114146059,-2.8411953698763295,-1.6332556387746866,-0.49373264710119535,0.31710681293888143,0.6795943969833669,0.7213672807917693,0.5901972901299484
