p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,rsi8,rsi9,rsi10,rsi11,rsi12,rsi13,rsi14,rsi15,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macd8,macd9,macd10,macd11,macd12,macd13,macd14,macd15,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macd8l,macd9l,macd10l,macd11l,macd12l,macd13l,macd14l,macd15l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,macd8s,macd9s,macd10s,macd11s,macd12s,macd13s,macd14s,macd15s,macdh,macd1h,macd2h,macd3h,macd4h,macd5h,macd6h,macd7h,macd8h,macd9h,macd10h,macd11h,macd12h,macd13h,macd14h,macd15h,Pred
8131.796666666666,8135.129166666667,8137.75,8130.25125,8132.650416666666,8140.547916666666,8133.862916666667,8133.765,8141.75125,8146.042916666667,8151.370416666667,8161.060416666667,8176.224166666667,8157.87375,8164.662916666667,8157.843181818182,56.24250586187798,55.83138388065424,55.04012972853419,48.42532530562859,51.26675270076692,58.1930381773293,47.78903713274173,50.27619609263888,55.81656689269238,58.73054019250014,58.442566745281354,62.6415854804594,63.46366590393683,48.9783577310653,54.21055662255414,46.846104519605056,1.15958059355336,1.3805526195370375,0.575601865993638,-1.021520836584553,-0.5231086878450711,0.7321963429553344,-0.38474235681506197,-0.5973456449146223,0.7657792086045306,0.7996733221384171,0.7681422465170796,0.9042568684705391,1.9026759447379549,-2.0184402199064304,-1.2078674723566476,-1.2626294966333071,0.028330685583720577,2.7656328365172462,3.2200261185967065,1.0825764853279907,0.23371571736045857,1.9090567982523983,1.1558031661237085,-0.16801648387490786,1.531093850882371,2.7772623748774095,4.234212677617658,5.118405770732655,8.9525867499918,4.419765749135877,2.2248384751771177,0.9004514325776075,-1.1312499079696396,1.3850802169802086,2.6444242526030686,2.1040973219125436,0.7568244052055297,1.176860455297064,1.5405455229387706,0.42932916103971447,0.7653146422778404,1.9775890527389923,3.4660704311005786,4.2141489022621155,7.049910805253845,6.438205969042308,3.4327059475337656,2.1630809292109148,1.15958059355336,1.3805526195370375,0.575601865993638,-1.021520836584553,-0.5231086878450711,0.7321963429553344,-0.38474235681506197,-0.5973456449146223,0.7657792086045306,0.7996733221384171,0.7681422465170796,0.9042568684705391,1.9026759447379549,6.438205969042308,-1.2078674723566476,-1.2626294966333071,0
