Open,Close,High,Low,Buy,Sell,DirVela,Wlc,Rsi,RsiOver,MacdDif,Atr
7483.95,7490.17,7491.0,7481.9,21.401688999999998,6.631269999999999,1,7488.3099999999995,31.23133089943565,-1,-1,7.496428571428559
7490.18,7484.72,7490.84,7483.57,12.256791999999997,14.948391,-1,7485.9625,28.45942676344681,-1,-1,7.480255102040836
7484.69,7485.49,7486.53,7483.37,20.376699999999992,7.057728000000001,1,7485.219999999999,29.41264757088461,-1,-1,7.171665451895052
7485.53,7487.94,7489.9,7484.7,17.204696999999996,4.272692999999999,1,7487.619999999999,32.49469314547344,-1,-1,7.030832205331107
7487.98,7483.55,7488.47,7480.65,14.425908000000009,19.899207999999994,-1,7484.055,29.96960629343907,-1,-1,7.087201333521786
7482.61,7489.15,7489.15,7480.76,15.738404000000005,10.696325999999994,1,7487.0525,36.72434733421795,0,-1,7.180258381127331
7489.05,7489.81,7490.43,7488.95,4.035618,7.853790999999999,1,7489.75,37.48961767701174,0,-1,6.773097068189698
7489.83,7493.15,7493.92,7489.83,35.29575600000002,10.148499000000003,1,7492.5125,41.35503338885363,0,-1,6.582875849033267
7493.14,7502.02,7503.59,7493.14,16.87630999999999,21.383323000000004,1,7500.1925,50.16786346979695,0,-1,6.8590990026737355
7502.66,7505.03,7505.65,7502.02,9.942147000000002,5.956814000000001,1,7504.4325,52.76206163349196,0,-1,6.628449073911269
7504.85,7505.52,7506.86,7502.03,9.314953999999998,5.801565,1,7504.9825,53.18928323014591,0,-1,6.4999884257747444
7505.52,7506.99,7507.69,7503.53,11.923995000000001,6.582525999999999,1,7506.299999999999,54.5182239747608,0,-1,6.332846395362252
7507.0,7504.33,7507.69,7503.69,13.925802000000006,25.118881999999992,-1,7505.01,51.660202952104825,0,-1,6.166214509979234
7504.32,7505.5,7508.57,7503.72,5.598113000000001,10.792254999999992,1,7505.8225,52.83149380190705,0,-1,6.07219918783782
7505.5,7508.84,7510.0,7504.85,8.668368000000003,6.107493000000002,1,7508.1325,56.10154429607847,0,-1,6.00632781727795
7508.26,7510.05,7510.62,7506.78,14.912162999999998,5.996156,1,7509.375,57.25761572355753,0,-1,5.8515901160438215
7509.44,7504.83,7510.57,7503.53,8.430217,18.479951,-1,7505.94,51.01581280975839,0,-1,5.936476536326403
7504.07,7509.62,7510.0,7503.95,9.376634999999995,13.801635999999997,1,7508.297500000001,55.77956831600569,0,-1,5.944585355160244
7510.0,7514.6,7515.0,7508.07,24.93802900000002,24.044071,1,7513.0675,60.12175154176259,0,-1,6.014972115505962
7514.61,7507.35,7516.0,7504.53,21.42839300000002,28.966947999999963,-1,7508.8075,52.10084779239965,0,1,6.4046169643984125
7507.41,7503.7,7507.67,7502.47,16.057581999999996,19.059974999999994,-1,7504.385,48.586484166961064,0,1,6.318572895512799
7504.14,7508.73,7508.75,7502.86,7.808639,12.088026000000008,1,7507.2675,53.264959385281884,0,1,6.287960545833337
7508.73,7509.14,7510.69,7506.7,10.638744999999998,9.651113,1,7508.9175,53.63531158670778,0,1,6.123820506845226
