p1,p2,p3,p4,p5,p6,p7,p8,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,stol,sto1l,sto2l,sto3l,sto4l,sto5l,sto6l,sto7l,stos,sto1s,sto2s,sto3s,sto4s,sto5s,sto6s,sto7s,Pred
0.022672416666666667,0.022672833333333333,0.02259075,0.02251125,0.022489166666666668,0.022499500000000002,0.02254891666666667,0.02254684375,38.48219519224389,37.83993063850172,29.295074048267917,24.918808411706486,28.60143010226449,34.43561444439119,43.37655581903128,45.367754199626695,5.578943782175908,-24.774830287125635,-8.558503046207717,6.675781994513621,21.910350274016864,1.781534687453373,-0.3443508393397252,-5.376841524337486,-1.6540388179041673e-06,7.331673418763079e-06,2.132807973086656e-06,-6.5951888412762035e-06,-7.318977042997425e-06,-1.392268447217425e-07,1.0285917841377324e-05,1.4057882325387087e-05,-7.180169839877265e-05,-5.885743290003076e-05,-6.039804986780056e-05,-7.206645552619458e-05,-7.901916470717692e-05,-7.364569418123167e-05,-5.834456705096011e-05,-3.6839436721794894e-05,-7.014765958086848e-05,-6.618910631879384e-05,-6.253085784088722e-05,-6.547126668491837e-05,-7.170018766417949e-05,-7.350646733650993e-05,-6.863048489233744e-05,-5.089731904718198e-05,100.0,59.008842471956456,0.0,15.812618753685848,60.48963182618473,91.10300086795168,95.03497417496625,53.67203739211127,94.42105621782409,83.7836727590821,8.558503046207717,9.136836759172228,38.57928155216786,89.3214661804983,95.37932501430598,59.04887891644876,1
