p1,p2,p3,p4,p5,p6,p7,p8,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,stol,sto1l,sto2l,sto3l,sto4l,sto5l,sto6l,sto7l,stos,sto1s,sto2s,sto3s,sto4s,sto5s,sto6s,sto7s,Pred
9332.780833333332,9330.038333333334,9311.407500000001,9303.113333333333,9277.296666666667,9274.158333333335,9246.106666666667,9260.824999999999,46.18269871850291,45.421355029606396,40.70996588764277,42.134916327468694,36.68002802076192,40.04157320509543,35.90576952432372,41.590094918229994,7.853586463382061,-17.245988592691123,12.910627740801404,7.621106752774996,-27.98451959968925,16.997771774444942,-16.997771774444942,31.737495313233904,1.4127910633105578,2.074056176293611,0.11903843588874707,-0.7966289743725454,-2.389516850357918,-2.8290666340279507,-3.7627824039593514,-1.20358842480087,-13.73590640309582,-11.605079635820099,-12.887716676950731,-14.386129965885024,-17.008285110605357,-19.709086796565316,-23.20678827351124,-22.5318584000579,-15.148697466406379,-13.67913581211371,-13.006755112839478,-13.589500991512478,-14.618768260247439,-16.880020162537367,-19.44400586955189,-21.32826997525703,76.48213580666389,43.8122618073886,30.545119270371362,65.63268344642626,3.15100495230767,63.545406430340144,15.961015278021216,97.60624296985085,68.62854934328183,61.05825040007972,17.63449152956996,58.011576693651264,31.135524551996923,46.5476346558952,32.95878705246616,65.86874765661696,1
