p1,p2,p3,p4,p5,p6,p7,p8,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,stol,sto1l,sto2l,sto3l,sto4l,sto5l,sto6l,sto7l,stos,sto1s,sto2s,sto3s,sto4s,sto5s,sto6s,sto7s,Pred
2.4123125e-05,2.4100000000000003e-05,2.4113750000000003e-05,2.4070625e-05,2.403375e-05,2.4098125e-05,2.4043749999999998e-05,2.40275e-05,39.85817761973836,41.75760503169571,44.51143301525425,42.29996572472705,39.65643222526215,48.98201144502558,42.92249842250631,43.56868835560091,-6.989302400436707,19.777259455937603,-19.731808297727163,2.0287603137596326,12.256413515712808,-2.611241342456827,-11.171210825401005,11.025961734286255,-1.2033451691293374e-08,-1.2543588181602432e-08,-2.302396347363941e-09,-2.9203996666077616e-09,-4.880245494000262e-09,6.506458216861914e-09,3.693792904053294e-09,2.2257498212734568e-10,-2.2335249360819146e-08,-3.688077197369427e-08,-3.178361835089688e-08,-3.5187830862953146e-08,-4.137937225760333e-08,-2.845657803324483e-08,-2.470804530559955e-08,-2.7771818441926077e-08,-1.0301797669525771e-08,-2.433718379209184e-08,-2.9481222003532937e-08,-3.226743119634538e-08,-3.649912676360307e-08,-3.4963036250106745e-08,-2.8401838209652844e-08,-2.7994393424053422e-08,7.367335146423388,66.33990340476417,53.572239255791345,30.311693203917194,25.0,82.50877701156246,13.321850598481518,51.15258513723484,14.356637546860096,46.56264394882657,73.3040475535185,28.282932890157564,12.74358648428719,85.1200183540193,24.493061423882523,40.126623402948574,1
