p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,rsi8,rsi9,rsi10,rsi11,rsi12,rsi13,rsi14,rsi15,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,sto8,sto9,sto10,sto11,sto12,sto13,sto14,sto15,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macd8,macd9,macd10,macd11,macd12,macd13,macd14,macd15,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macd8l,macd9l,macd10l,macd11l,macd12l,macd13l,macd14l,macd15l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,macd8s,macd9s,macd10s,macd11s,macd12s,macd13s,macd14s,macd15s,macdh,macd1h,macd2h,macd3h,macd4h,macd5h,macd6h,macd7h,macd8h,macd9h,macd10h,macd11h,macd12h,macd13h,macd14h,macd15h,stol,sto1l,sto2l,sto3l,sto4l,sto5l,sto6l,sto7l,sto8l,sto9l,sto10l,sto11l,sto12l,sto13l,sto14l,sto15l,stos,sto1s,sto2s,sto3s,sto4s,sto5s,sto6s,sto7s,sto8s,sto9s,sto10s,sto11s,sto12s,sto13s,sto14s,sto15s,Pred
8798.32625,8793.595,8793.8975,8792.5075,8785.4575,8790.085,8796.432499999999,8797.2725,8800.2825,8802.21875,8807.404999999999,8799.9925,8791.291249999998,8784.7125,8787.869999999999,8799.038181818181,51.68558276217995,49.21827214779816,50.08271339681226,49.13408592424615,44.2037322185036,49.50744221960528,53.3933102722214,53.63629388692548,57.21213038764182,56.44500553557454,61.15449023069409,50.83607453827041,44.22639005173394,39.18582382800159,44.96174959259859,54.18947963616562,-44.5161828573533,-4.43576185673065,15.517543556733088,-2.252727150413053,-13.264816406320069,46.81801855115703,3.1819814488429543,-7.775858644423131,7.775858644423124,-22.281146424345856,22.281146424345856,-49.9466556455981,-0.05334435440189523,1.609823385706477e-15,48.70801338529515,-5.825699403386995,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.090076614928441,-1.706400360729471,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324727,1.3031723405754674,0.6095587333984684,-0.8383387000582141,-1.9391412268923145,-1.815626112594571,0.3291276533871961,3.758661605782436,2.7026989632804543,1.9149952265916,1.2166930110397516,-0.171539686441065,-0.5309105651858772,0.047029409623064566,0.7032125557161635,1.455676361573751,2.1467600290852715,3.122814901125821,2.8910273158917335,1.183372471416078,-0.7583858989764849,-1.5985079300744474,0.3833511955326685,3.4136102725707467,3.2577054867673434,2.8307255509165,2.306769625968193,1.5348606742884061,0.787176172616325,0.4562280645152246,0.5021489083694053,0.7686587037635029,1.221770430152799,1.8196425605503537,2.281468582493265,2.0217111714742924,1.1807553279158296,0.21711818252012363,0.0542235421454724,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.090076614928441,-1.706400360729471,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324727,1.3031723405754674,0.6095587333984684,-0.8383387000582141,1.1807553279158296,-1.815626112594571,0.3291276533871961,6.653642785095962,0.0,43.95930204413873,39.794449218960175,0.0,90.45405565347113,100.0,83.67977440974676,100.0,49.0014120799174,100.0,0.16003306320569052,0.0,0.0,98.0534385375519,73.47961745214589,51.16982564244927,4.43576185673065,28.44175848740564,42.047176369373226,13.264816406320069,43.6360371023141,96.81801855115705,91.45563305416988,92.22414135557688,71.28255850426325,77.71885357565415,50.10668870880379,0.05334435440189523,-1.609823385706477e-15,49.34542515225674,79.30531685553288,0
